job_id,job_role,company,experience,education,job_description
367,Cloud Engineer,PixelSoft,2-4 Years,B.E.,"PixelSoft is hiring a Cloud Engineer. Required skills: Networking, Azure, GCP, Docker, Terraform, Linux. Candidates should have 2-4 Years experience, B.E. degree, and strong Communication."
368,Cloud Engineer,TechNova,5+ Years,B.E.,"TechNova is hiring a Cloud Engineer. Required skills: Linux, AWS, Kubernetes, Networking, Azure, Docker. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
369,Cloud Engineer,FinTechX,5+ Years,B.E.,"FinTechX is hiring a Cloud Engineer. Required skills: Azure, Terraform, GCP, Linux, Kubernetes, AWS. Candidates should have 5+ Years experience, B.E. degree, and strong Communication."
370,Cloud Engineer,CloudOps,5+ Years,B.E.,"CloudOps is hiring a Cloud Engineer. Required skills: Linux, Azure, GCP, Kubernetes, Docker, Terraform. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
371,Cloud Engineer,NextGen,0-2 Years,B.E.,"NextGen is hiring a Cloud Engineer. Required skills: Linux, Kubernetes, Terraform, Azure, Networking, AWS. Candidates should have 0-2 Years experience, B.E. degree, and strong Communication."
372,Cloud Engineer,PixelSoft,3-5 Years,B.E.,"PixelSoft is hiring a Cloud Engineer. Required skills: Terraform, Kubernetes, GCP, AWS, Linux, Networking. Candidates should have 3-5 Years experience, B.E. degree, and strong Communication."
373,Cloud Engineer,PixelSoft,1-3 Years,B.E.,"PixelSoft is hiring a Cloud Engineer. Required skills: Terraform, Kubernetes, Azure, Docker, Networking, AWS. Candidates should have 1-3 Years experience, B.E. degree, and strong Communication."
374,Cloud Engineer,Insight Ltd,0-2 Years,B.E.,"Insight Ltd is hiring a Cloud Engineer. Required skills: AWS, Azure, Kubernetes, Terraform, GCP, Networking. Candidates should have 0-2 Years experience, B.E. degree, and strong Communication."
375,Cloud Engineer,CloudOps,1-3 Years,B.E.,"CloudOps is hiring a Cloud Engineer. Required skills: GCP, Linux, Terraform, AWS, Kubernetes, Azure. Candidates should have 1-3 Years experience, B.E. degree, and strong Problem Solving."
376,Cloud Engineer,PixelSoft,3-5 Years,B.E.,"PixelSoft is hiring a Cloud Engineer. Required skills: Kubernetes, Networking, GCP, Terraform, Linux, Azure. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
377,Cloud Engineer,DataMind,0-2 Years,B.E.,"DataMind is hiring a Cloud Engineer. Required skills: Azure, Docker, Networking, Kubernetes, AWS, Terraform. Candidates should have 0-2 Years experience, B.E. degree, and strong Leadership."
378,Cloud Engineer,PixelSoft,3-5 Years,B.E.,"PixelSoft is hiring a Cloud Engineer. Required skills: Docker, GCP, Terraform, AWS, Networking, Kubernetes. Candidates should have 3-5 Years experience, B.E. degree, and strong Leadership."
379,Cloud Engineer,Insight Ltd,2-4 Years,B.E.,"Insight Ltd is hiring a Cloud Engineer. Required skills: Kubernetes, Networking, AWS, Linux, Azure, GCP. Candidates should have 2-4 Years experience, B.E. degree, and strong Communication."
380,Cloud Engineer,AI Labs,1-3 Years,B.E.,"AI Labs is hiring a Cloud Engineer. Required skills: Terraform, Networking, GCP, Azure, AWS, Linux. Candidates should have 1-3 Years experience, B.E. degree, and strong Leadership."
381,Cloud Engineer,FinTechX,3-5 Years,B.E.,"FinTechX is hiring a Cloud Engineer. Required skills: AWS, Linux, GCP, Networking, Azure, Docker. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
382,Cloud Engineer,CloudOps,0-2 Years,B.E.,"CloudOps is hiring a Cloud Engineer. Required skills: Azure, Terraform, AWS, Docker, Linux, Networking. Candidates should have 0-2 Years experience, B.E. degree, and strong Teamwork."
383,Cloud Engineer,PixelSoft,5+ Years,B.E.,"PixelSoft is hiring a Cloud Engineer. Required skills: Terraform, Networking, Docker, GCP, AWS, Kubernetes. Candidates should have 5+ Years experience, B.E. degree, and strong Communication."
384,Cloud Engineer,CodeSphere,2-4 Years,B.E.,"CodeSphere is hiring a Cloud Engineer. Required skills: AWS, Docker, Azure, Terraform, Linux, Networking. Candidates should have 2-4 Years experience, B.E. degree, and strong Communication."
385,Cloud Engineer,FinTechX,3-5 Years,B.E.,"FinTechX is hiring a Cloud Engineer. Required skills: Docker, AWS, Azure, Kubernetes, Terraform, GCP. Candidates should have 3-5 Years experience, B.E. degree, and strong Communication."
386,Cloud Engineer,PixelSoft,1-3 Years,B.E.,"PixelSoft is hiring a Cloud Engineer. Required skills: Networking, Linux, Terraform, Azure, GCP, AWS. Candidates should have 1-3 Years experience, B.E. degree, and strong Problem Solving."
387,Cloud Engineer,FinTechX,2-4 Years,B.E.,"FinTechX is hiring a Cloud Engineer. Required skills: Docker, Azure, AWS, Kubernetes, Networking, GCP. Candidates should have 2-4 Years experience, B.E. degree, and strong Leadership."
388,Cloud Engineer,CloudOps,3-5 Years,B.E.,"CloudOps is hiring a Cloud Engineer. Required skills: Docker, AWS, Networking, GCP, Terraform, Linux. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
389,Cloud Engineer,AI Labs,3-5 Years,B.E.,"AI Labs is hiring a Cloud Engineer. Required skills: AWS, Terraform, Linux, GCP, Networking, Kubernetes. Candidates should have 3-5 Years experience, B.E. degree, and strong Problem Solving."
390,Cloud Engineer,TechNova,1-3 Years,B.E.,"TechNova is hiring a Cloud Engineer. Required skills: Networking, GCP, Azure, AWS, Docker, Terraform. Candidates should have 1-3 Years experience, B.E. degree, and strong Problem Solving."
391,Cloud Engineer,DataMind,1-3 Years,B.E.,"DataMind is hiring a Cloud Engineer. Required skills: AWS, Networking, Terraform, Kubernetes, GCP, Linux. Candidates should have 1-3 Years experience, B.E. degree, and strong Communication."
392,Cloud Engineer,NextGen,5+ Years,B.E.,"NextGen is hiring a Cloud Engineer. Required skills: Terraform, Linux, Azure, GCP, AWS, Docker. Candidates should have 5+ Years experience, B.E. degree, and strong Problem Solving."
393,Cloud Engineer,Insight Ltd,2-4 Years,B.E.,"Insight Ltd is hiring a Cloud Engineer. Required skills: GCP, Azure, Networking, Kubernetes, Docker, Terraform. Candidates should have 2-4 Years experience, B.E. degree, and strong Communication."
394,Cloud Engineer,PixelSoft,5+ Years,B.E.,"PixelSoft is hiring a Cloud Engineer. Required skills: Linux, Kubernetes, Networking, Azure, Docker, Terraform. Candidates should have 5+ Years experience, B.E. degree, and strong Teamwork."
395,Cloud Engineer,TechNova,1-3 Years,B.E.,"TechNova is hiring a Cloud Engineer. Required skills: Docker, AWS, Networking, Linux, Azure, GCP. Candidates should have 1-3 Years experience, B.E. degree, and strong Leadership."
396,Cloud Engineer,AI Labs,1-3 Years,B.E.,"AI Labs is hiring a Cloud Engineer. Required skills: AWS, GCP, Kubernetes, Azure, Linux, Terraform. Candidates should have 1-3 Years experience, B.E. degree, and strong Communication."
397,Cloud Engineer,CodeSphere,2-4 Years,B.E.,"CodeSphere is hiring a Cloud Engineer. Required skills: AWS, Azure, Kubernetes, Networking, Docker, GCP. Candidates should have 2-4 Years experience, B.E. degree, and strong Problem Solving."
398,Cloud Engineer,DataMind,1-3 Years,B.E.,"DataMind is hiring a Cloud Engineer. Required skills: Networking, Kubernetes, AWS, GCP, Docker, Azure. Candidates should have 1-3 Years experience, B.E. degree, and strong Leadership."
399,Cloud Engineer,DataMind,5+ Years,B.E.,"DataMind is hiring a Cloud Engineer. Required skills: Docker, Linux, GCP, Azure, Networking, AWS. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
400,Cloud Engineer,Insight Ltd,0-2 Years,B.E.,"Insight Ltd is hiring a Cloud Engineer. Required skills: Kubernetes, Linux, Networking, GCP, Azure, AWS. Candidates should have 0-2 Years experience, B.E. degree, and strong Leadership."
401,AI Engineer,CodeSphere,5+ Years,B.Tech,"CodeSphere is hiring a AI Engineer. Required skills: Python, LLM, FastAPI, NLP, Docker, TensorFlow. Candidates should have 5+ Years experience, B.Tech degree, and strong Leadership."
402,AI Engineer,DataMind,2-4 Years,B.Tech,"DataMind is hiring a AI Engineer. Required skills: NLP, PostgreSQL, TensorFlow, Python, LLM, Hugging Face. Candidates should have 2-4 Years experience, B.Tech degree, and strong Communication."
403,AI Engineer,AI Labs,0-2 Years,B.Tech,"AI Labs is hiring a AI Engineer. Required skills: TensorFlow, Hugging Face, Python, NLP, LLM, PostgreSQL. Candidates should have 0-2 Years experience, B.Tech degree, and strong Problem Solving."
404,AI Engineer,DataMind,3-5 Years,B.Tech,"DataMind is hiring a AI Engineer. Required skills: LLM, TensorFlow, Python, Docker, Hugging Face, PostgreSQL. Candidates should have 3-5 Years experience, B.Tech degree, and strong Leadership."
405,AI Engineer,Insight Ltd,3-5 Years,B.Tech,"Insight Ltd is hiring a AI Engineer. Required skills: PostgreSQL, Hugging Face, NLP, FastAPI, Docker, Python. Candidates should have 3-5 Years experience, B.Tech degree, and strong Teamwork."
406,AI Engineer,PixelSoft,2-4 Years,B.Tech,"PixelSoft is hiring a AI Engineer. Required skills: NLP, Hugging Face, Python, TensorFlow, PostgreSQL, FastAPI. Candidates should have 2-4 Years experience, B.Tech degree, and strong Communication."
407,AI Engineer,VisionAI,0-2 Years,B.Tech,"VisionAI is hiring a AI Engineer. Required skills: LLM, NLP, PostgreSQL, Hugging Face, TensorFlow, Docker. Candidates should have 0-2 Years experience, B.Tech degree, and strong Communication."
408,AI Engineer,Insight Ltd,1-3 Years,B.Tech,"Insight Ltd is hiring a AI Engineer. Required skills: TensorFlow, FastAPI, Docker, Hugging Face, Python, LLM. Candidates should have 1-3 Years experience, B.Tech degree, and strong Leadership."
409,AI Engineer,VisionAI,3-5 Years,B.Tech,"VisionAI is hiring a AI Engineer. Required skills: NLP, Python, Docker, PostgreSQL, LLM, TensorFlow. Candidates should have 3-5 Years experience, B.Tech degree, and strong Problem Solving."
410,AI Engineer,VisionAI,5+ Years,B.Tech,"VisionAI is hiring a AI Engineer. Required skills: FastAPI, NLP, LLM, Python, PostgreSQL, TensorFlow. Candidates should have 5+ Years experience, B.Tech degree, and strong Leadership."
411,AI Engineer,Insight Ltd,2-4 Years,B.Tech,"Insight Ltd is hiring a AI Engineer. Required skills: NLP, Python, PostgreSQL, Docker, Hugging Face, FastAPI. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
412,AI Engineer,CodeSphere,2-4 Years,B.Tech,"CodeSphere is hiring a AI Engineer. Required skills: Hugging Face, Python, Docker, LLM, FastAPI, NLP. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
413,AI Engineer,CodeSphere,2-4 Years,B.Tech,"CodeSphere is hiring a AI Engineer. Required skills: LLM, NLP, Hugging Face, TensorFlow, FastAPI, Docker. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
414,AI Engineer,PixelSoft,0-2 Years,B.Tech,"PixelSoft is hiring a AI Engineer. Required skills: NLP, PostgreSQL, Hugging Face, Docker, LLM, TensorFlow. Candidates should have 0-2 Years experience, B.Tech degree, and strong Leadership."
415,AI Engineer,CodeSphere,0-2 Years,B.Tech,"CodeSphere is hiring a AI Engineer. Required skills: PostgreSQL, NLP, LLM, Docker, Python, Hugging Face. Candidates should have 0-2 Years experience, B.Tech degree, and strong Problem Solving."
416,AI Engineer,NextGen,5+ Years,B.Tech,"NextGen is hiring a AI Engineer. Required skills: Docker, PostgreSQL, FastAPI, LLM, Python, TensorFlow. Candidates should have 5+ Years experience, B.Tech degree, and strong Leadership."
417,AI Engineer,VisionAI,0-2 Years,B.Tech,"VisionAI is hiring a AI Engineer. Required skills: Hugging Face, PostgreSQL, NLP, Python, Docker, TensorFlow. Candidates should have 0-2 Years experience, B.Tech degree, and strong Teamwork."
418,AI Engineer,DataMind,1-3 Years,B.Tech,"DataMind is hiring a AI Engineer. Required skills: LLM, Docker, Hugging Face, PostgreSQL, FastAPI, Python. Candidates should have 1-3 Years experience, B.Tech degree, and strong Communication."
419,AI Engineer,Insight Ltd,1-3 Years,B.Tech,"Insight Ltd is hiring a AI Engineer. Required skills: Docker, Python, TensorFlow, Hugging Face, LLM, NLP. Candidates should have 1-3 Years experience, B.Tech degree, and strong Problem Solving."
420,AI Engineer,VisionAI,3-5 Years,B.Tech,"VisionAI is hiring a AI Engineer. Required skills: TensorFlow, PostgreSQL, Python, Docker, Hugging Face, NLP. Candidates should have 3-5 Years experience, B.Tech degree, and strong Problem Solving."
421,AI Engineer,DataMind,3-5 Years,B.Tech,"DataMind is hiring a AI Engineer. Required skills: FastAPI, PostgreSQL, Hugging Face, Python, TensorFlow, Docker. Candidates should have 3-5 Years experience, B.Tech degree, and strong Teamwork."
422,AI Engineer,NextGen,2-4 Years,B.Tech,"NextGen is hiring a AI Engineer. Required skills: LLM, Python, FastAPI, Docker, NLP, Hugging Face. Candidates should have 2-4 Years experience, B.Tech degree, and strong Problem Solving."
423,AI Engineer,PixelSoft,1-3 Years,B.Tech,"PixelSoft is hiring a AI Engineer. Required skills: Docker, TensorFlow, Hugging Face, FastAPI, PostgreSQL, Python. Candidates should have 1-3 Years experience, B.Tech degree, and strong Leadership."
424,AI Engineer,CloudOps,2-4 Years,B.Tech,"CloudOps is hiring a AI Engineer. Required skills: NLP, FastAPI, Docker, Hugging Face, Python, LLM. Candidates should have 2-4 Years experience, B.Tech degree, and strong Communication."
425,AI Engineer,PixelSoft,2-4 Years,B.Tech,"PixelSoft is hiring a AI Engineer. Required skills: PostgreSQL, NLP, Docker, Python, TensorFlow, LLM. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
426,AI Engineer,AI Labs,3-5 Years,B.Tech,"AI Labs is hiring a AI Engineer. Required skills: LLM, Docker, PostgreSQL, TensorFlow, NLP, Hugging Face. Candidates should have 3-5 Years experience, B.Tech degree, and strong Problem Solving."
427,AI Engineer,NextGen,1-3 Years,B.Tech,"NextGen is hiring a AI Engineer. Required skills: Docker, FastAPI, TensorFlow, Python, LLM, Hugging Face. Candidates should have 1-3 Years experience, B.Tech degree, and strong Leadership."
428,AI Engineer,VisionAI,2-4 Years,B.Tech,"VisionAI is hiring a AI Engineer. Required skills: TensorFlow, Docker, Python, FastAPI, LLM, PostgreSQL. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
429,AI Engineer,CloudOps,1-3 Years,B.Tech,"CloudOps is hiring a AI Engineer. Required skills: NLP, Docker, FastAPI, TensorFlow, Python, Hugging Face. Candidates should have 1-3 Years experience, B.Tech degree, and strong Communication."
430,AI Engineer,PixelSoft,1-3 Years,B.Tech,"PixelSoft is hiring a AI Engineer. Required skills: Hugging Face, Python, PostgreSQL, Docker, NLP, TensorFlow. Candidates should have 1-3 Years experience, B.Tech degree, and strong Problem Solving."
431,AI Engineer,FinTechX,2-4 Years,B.Tech,"FinTechX is hiring a AI Engineer. Required skills: PostgreSQL, FastAPI, Hugging Face, Python, Docker, TensorFlow. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
432,AI Engineer,PixelSoft,1-3 Years,B.Tech,"PixelSoft is hiring a AI Engineer. Required skills: NLP, Docker, Hugging Face, FastAPI, PostgreSQL, LLM. Candidates should have 1-3 Years experience, B.Tech degree, and strong Communication."
433,AI Engineer,CloudOps,1-3 Years,B.Tech,"CloudOps is hiring a AI Engineer. Required skills: FastAPI, Python, Hugging Face, Docker, LLM, NLP. Candidates should have 1-3 Years experience, B.Tech degree, and strong Teamwork."
434,AI Engineer,FinTechX,0-2 Years,B.Tech,"FinTechX is hiring a AI Engineer. Required skills: Hugging Face, NLP, TensorFlow, PostgreSQL, Python, Docker. Candidates should have 0-2 Years experience, B.Tech degree, and strong Teamwork."
435,AI Engineer,PixelSoft,2-4 Years,B.Tech,"PixelSoft is hiring a AI Engineer. Required skills: NLP, FastAPI, Python, LLM, PostgreSQL, Hugging Face. Candidates should have 2-4 Years experience, B.Tech degree, and strong Leadership."
436,AI Engineer,PixelSoft,3-5 Years,B.Tech,"PixelSoft is hiring a AI Engineer. Required skills: Docker, PostgreSQL, NLP, Hugging Face, TensorFlow, Python. Candidates should have 3-5 Years experience, B.Tech degree, and strong Leadership."
437,AI Engineer,FinTechX,0-2 Years,B.Tech,"FinTechX is hiring a AI Engineer. Required skills: LLM, Python, FastAPI, NLP, TensorFlow, PostgreSQL. Candidates should have 0-2 Years experience, B.Tech degree, and strong Communication."
438,AI Engineer,CloudOps,2-4 Years,B.Tech,"CloudOps is hiring a AI Engineer. Required skills: TensorFlow, NLP, PostgreSQL, Docker, FastAPI, LLM. Candidates should have 2-4 Years experience, B.Tech degree, and strong Teamwork."
439,AI Engineer,TechNova,1-3 Years,B.Tech,"TechNova is hiring a AI Engineer. Required skills: Hugging Face, Python, FastAPI, PostgreSQL, NLP, TensorFlow. Candidates should have 1-3 Years experience, B.Tech degree, and strong Leadership."
440,AI Engineer,Insight Ltd,0-2 Years,B.Tech,"Insight Ltd is hiring a AI Engineer. Required skills: FastAPI, NLP, Hugging Face, TensorFlow, PostgreSQL, Docker. Candidates should have 0-2 Years experience, B.Tech degree, and strong Teamwork."
441,AI Engineer,VisionAI,2-4 Years,B.Tech,"VisionAI is hiring a AI Engineer. Required skills: TensorFlow, PostgreSQL, Docker, LLM, Hugging Face, NLP. Candidates should have 2-4 Years experience, B.Tech degree, and strong Problem Solving."
442,AI Engineer,FinTechX,0-2 Years,B.Tech,"FinTechX is hiring a AI Engineer. Required skills: NLP, Docker, TensorFlow, FastAPI, LLM, Hugging Face. Candidates should have 0-2 Years experience, B.Tech degree, and strong Teamwork."
443,AI Engineer,CloudOps,0-2 Years,B.Tech,"CloudOps is hiring a AI Engineer. Required skills: FastAPI, TensorFlow, PostgreSQL, LLM, NLP, Hugging Face. Candidates should have 0-2 Years experience, B.Tech degree, and strong Problem Solving."
444,AI Engineer,Insight Ltd,2-4 Years,B.Tech,"Insight Ltd is hiring a AI Engineer. Required skills: Hugging Face, TensorFlow, NLP, PostgreSQL, Docker, LLM. Candidates should have 2-4 Years experience, B.Tech degree, and strong Problem Solving."
445,AI Engineer,Insight Ltd,5+ Years,B.Tech,"Insight Ltd is hiring a AI Engineer. Required skills: PostgreSQL, Docker, Python, Hugging Face, TensorFlow, NLP. Candidates should have 5+ Years experience, B.Tech degree, and strong Communication."
446,AI Engineer,NextGen,2-4 Years,B.Tech,"NextGen is hiring a AI Engineer. Required skills: PostgreSQL, LLM, FastAPI, Python, Hugging Face, NLP. Candidates should have 2-4 Years experience, B.Tech degree, and strong Communication."
447,AI Engineer,DataMind,3-5 Years,B.Tech,"DataMind is hiring a AI Engineer. Required skills: NLP, LLM, Docker, PostgreSQL, Hugging Face, FastAPI. Candidates should have 3-5 Years experience, B.Tech degree, and strong Problem Solving."
448,AI Engineer,AI Labs,1-3 Years,B.Tech,"AI Labs is hiring a AI Engineer. Required skills: NLP, Docker, Python, Hugging Face, PostgreSQL, FastAPI. Candidates should have 1-3 Years experience, B.Tech degree, and strong Communication."
449,AI Engineer,FinTechX,1-3 Years,B.Tech,"FinTechX is hiring a AI Engineer. Required skills: Python, Hugging Face, NLP, LLM, FastAPI, TensorFlow. Candidates should have 1-3 Years experience, B.Tech degree, and strong Communication."
450,AI Engineer,NextGen,3-5 Years,B.Tech,"NextGen is hiring a AI Engineer. Required skills: NLP, FastAPI, Hugging Face, TensorFlow, Docker, LLM. Candidates should have 3-5 Years experience, B.Tech degree, and strong Communication."
451,QA Automation Engineer,CloudOps,5+ Years,B.E.,"CloudOps is hiring a QA Automation Engineer. Required skills: Selenium, Jenkins, Java, TestNG, Automation, SQL. Candidates should have 5+ Years experience, B.E. degree, and strong Communication."
452,QA Automation Engineer,PixelSoft,2-4 Years,B.E.,"PixelSoft is hiring a QA Automation Engineer. Required skills: Selenium, SQL, Git, Java, Jenkins, TestNG. Candidates should have 2-4 Years experience, B.E. degree, and strong Teamwork."
453,QA Automation Engineer,TechNova,0-2 Years,B.E.,"TechNova is hiring a QA Automation Engineer. Required skills: Java, API Testing, Jenkins, SQL, TestNG, Selenium. Candidates should have 0-2 Years experience, B.E. degree, and strong Problem Solving."
454,QA Automation Engineer,AI Labs,1-3 Years,B.E.,"AI Labs is hiring a QA Automation Engineer. Required skills: Jenkins, API Testing, SQL, Automation, TestNG, Java. Candidates should have 1-3 Years experience, B.E. degree, and strong Leadership."
455,QA Automation Engineer,CloudOps,1-3 Years,B.E.,"CloudOps is hiring a QA Automation Engineer. Required skills: SQL, Git, Java, Automation, API Testing, Selenium. Candidates should have 1-3 Years experience, B.E. degree, and strong Teamwork."
456,QA Automation Engineer,TechNova,2-4 Years,B.E.,"TechNova is hiring a QA Automation Engineer. Required skills: API Testing, SQL, Selenium, Jenkins, Java, Git. Candidates should have 2-4 Years experience, B.E. degree, and strong Leadership."
457,QA Automation Engineer,CodeSphere,0-2 Years,B.E.,"CodeSphere is hiring a QA Automation Engineer. Required skills: Jenkins, Git, Automation, SQL, Selenium, TestNG. Candidates should have 0-2 Years experience, B.E. degree, and strong Communication."
458,QA Automation Engineer,VisionAI,0-2 Years,B.E.,"VisionAI is hiring a QA Automation Engineer. Required skills: Selenium, SQL, Automation, API Testing, Jenkins, Java. Candidates should have 0-2 Years experience, B.E. degree, and strong Problem Solving."
459,QA Automation Engineer,CodeSphere,3-5 Years,B.E.,"CodeSphere is hiring a QA Automation Engineer. Required skills: Automation, SQL, Java, Git, Selenium, Jenkins. Candidates should have 3-5 Years experience, B.E. degree, and strong Problem Solving."
460,QA Automation Engineer,CodeSphere,0-2 Years,B.E.,"CodeSphere is hiring a QA Automation Engineer. Required skills: TestNG, API Testing, Selenium, Jenkins, SQL, Java. Candidates should have 0-2 Years experience, B.E. degree, and strong Leadership."
461,QA Automation Engineer,PixelSoft,3-5 Years,B.E.,"PixelSoft is hiring a QA Automation Engineer. Required skills: API Testing, Jenkins, Java, TestNG, SQL, Automation. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
462,QA Automation Engineer,TechNova,1-3 Years,B.E.,"TechNova is hiring a QA Automation Engineer. Required skills: Selenium, Jenkins, API Testing, Java, SQL, Git. Candidates should have 1-3 Years experience, B.E. degree, and strong Communication."
463,QA Automation Engineer,CodeSphere,5+ Years,B.E.,"CodeSphere is hiring a QA Automation Engineer. Required skills: Java, Selenium, Jenkins, API Testing, Automation, Git. Candidates should have 5+ Years experience, B.E. degree, and strong Communication."
464,QA Automation Engineer,TechNova,3-5 Years,B.E.,"TechNova is hiring a QA Automation Engineer. Required skills: Jenkins, SQL, Java, API Testing, TestNG, Git. Candidates should have 3-5 Years experience, B.E. degree, and strong Communication."
465,QA Automation Engineer,NextGen,2-4 Years,B.E.,"NextGen is hiring a QA Automation Engineer. Required skills: TestNG, Git, Selenium, Automation, Jenkins, API Testing. Candidates should have 2-4 Years experience, B.E. degree, and strong Communication."
466,QA Automation Engineer,AI Labs,1-3 Years,B.E.,"AI Labs is hiring a QA Automation Engineer. Required skills: Java, Git, Selenium, SQL, Automation, TestNG. Candidates should have 1-3 Years experience, B.E. degree, and strong Problem Solving."
467,QA Automation Engineer,CodeSphere,1-3 Years,B.E.,"CodeSphere is hiring a QA Automation Engineer. Required skills: Automation, Jenkins, TestNG, Selenium, SQL, Java. Candidates should have 1-3 Years experience, B.E. degree, and strong Leadership."
468,QA Automation Engineer,CodeSphere,1-3 Years,B.E.,"CodeSphere is hiring a QA Automation Engineer. Required skills: Git, API Testing, TestNG, Automation, Jenkins, Java. Candidates should have 1-3 Years experience, B.E. degree, and strong Teamwork."
469,QA Automation Engineer,Insight Ltd,3-5 Years,B.E.,"Insight Ltd is hiring a QA Automation Engineer. Required skills: Selenium, Git, Java, Automation, API Testing, TestNG. Candidates should have 3-5 Years experience, B.E. degree, and strong Leadership."
470,QA Automation Engineer,FinTechX,1-3 Years,B.E.,"FinTechX is hiring a QA Automation Engineer. Required skills: TestNG, Jenkins, API Testing, Automation, Selenium, Git. Candidates should have 1-3 Years experience, B.E. degree, and strong Leadership."
471,QA Automation Engineer,TechNova,2-4 Years,B.E.,"TechNova is hiring a QA Automation Engineer. Required skills: Java, API Testing, Git, Selenium, Jenkins, Automation. Candidates should have 2-4 Years experience, B.E. degree, and strong Teamwork."
472,QA Automation Engineer,FinTechX,1-3 Years,B.E.,"FinTechX is hiring a QA Automation Engineer. Required skills: SQL, Jenkins, Git, Automation, Selenium, Java. Candidates should have 1-3 Years experience, B.E. degree, and strong Problem Solving."
473,QA Automation Engineer,VisionAI,1-3 Years,B.E.,"VisionAI is hiring a QA Automation Engineer. Required skills: Git, Java, Jenkins, SQL, Selenium, API Testing. Candidates should have 1-3 Years experience, B.E. degree, and strong Leadership."
474,QA Automation Engineer,AI Labs,1-3 Years,B.E.,"AI Labs is hiring a QA Automation Engineer. Required skills: Automation, Git, Java, Selenium, API Testing, SQL. Candidates should have 1-3 Years experience, B.E. degree, and strong Problem Solving."
475,QA Automation Engineer,CodeSphere,1-3 Years,B.E.,"CodeSphere is hiring a QA Automation Engineer. Required skills: Selenium, Jenkins, Java, Git, API Testing, SQL. Candidates should have 1-3 Years experience, B.E. degree, and strong Leadership."
476,QA Automation Engineer,AI Labs,3-5 Years,B.E.,"AI Labs is hiring a QA Automation Engineer. Required skills: Automation, Git, Jenkins, API Testing, Selenium, Java. Candidates should have 3-5 Years experience, B.E. degree, and strong Communication."
477,QA Automation Engineer,TechNova,3-5 Years,B.E.,"TechNova is hiring a QA Automation Engineer. Required skills: Automation, SQL, Git, Selenium, Jenkins, Java. Candidates should have 3-5 Years experience, B.E. degree, and strong Communication."
478,QA Automation Engineer,CloudOps,5+ Years,B.E.,"CloudOps is hiring a QA Automation Engineer. Required skills: Java, Git, Jenkins, SQL, TestNG, API Testing. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
479,QA Automation Engineer,Insight Ltd,5+ Years,B.E.,"Insight Ltd is hiring a QA Automation Engineer. Required skills: SQL, TestNG, Selenium, Java, API Testing, Jenkins. Candidates should have 5+ Years experience, B.E. degree, and strong Leadership."
480,QA Automation Engineer,TechNova,1-3 Years,B.E.,"TechNova is hiring a QA Automation Engineer. Required skills: SQL, Automation, API Testing, Selenium, Jenkins, TestNG. Candidates should have 1-3 Years experience, B.E. degree, and strong Problem Solving."
481,QA Automation Engineer,TechNova,0-2 Years,B.E.,"TechNova is hiring a QA Automation Engineer. Required skills: SQL, Git, Automation, TestNG, Jenkins, API Testing. Candidates should have 0-2 Years experience, B.E. degree, and strong Teamwork."
482,QA Automation Engineer,CloudOps,5+ Years,B.E.,"CloudOps is hiring a QA Automation Engineer. Required skills: Automation, Java, SQL, API Testing, Selenium, Git. Candidates should have 5+ Years experience, B.E. degree, and strong Teamwork."
483,QA Automation Engineer,CodeSphere,2-4 Years,B.E.,"CodeSphere is hiring a QA Automation Engineer. Required skills: Java, Git, API Testing, Automation, SQL, Selenium. Candidates should have 2-4 Years experience, B.E. degree, and strong Leadership."
484,QA Automation Engineer,Insight Ltd,3-5 Years,B.E.,"Insight Ltd is hiring a QA Automation Engineer. Required skills: Selenium, SQL, Git, Jenkins, Automation, Java. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
485,QA Automation Engineer,VisionAI,3-5 Years,B.E.,"VisionAI is hiring a QA Automation Engineer. Required skills: Automation, Selenium, Jenkins, Git, API Testing, TestNG. Candidates should have 3-5 Years experience, B.E. degree, and strong Teamwork."
486,QA Automation Engineer,Insight Ltd,5+ Years,B.E.,"Insight Ltd is hiring a QA Automation Engineer. Required skills: TestNG, SQL, Java, Selenium, API Testing, Automation. Candidates should have 5+ Years experience, B.E. degree, and strong Problem Solving."
487,QA Automation Engineer,PixelSoft,2-4 Years,B.E.,"PixelSoft is hiring a QA Automation Engineer. Required skills: Git, API Testing, Jenkins, Java, TestNG, SQL. Candidates should have 2-4 Years experience, B.E. degree, and strong Leadership."
